system:index,area,class_id,class_name,territory,version,year,.geo
2_0_4,300.9322693816095,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_5,202.28049711034012,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_6,58.610430532623404,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_7,6.782230181288545,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_8,509.5375156057261,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_9,1.4820095080566371,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_10,0.03611899865722654,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_11,175.87550330293652,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_12,424.1825429560965,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_13,835.0452718561315,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_0_14,11.936085083007825,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_0,116196.87302628173,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_1,3666.953259509794,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_2,217.88417047352064,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_3,5.855320695691178,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_4,267.8851159974872,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_5,239.013779848693,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_6,70.1218761471913,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_7,6.672279035987525,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_8,511.4280826581867,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_9,2.321677530090346,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_10,0.082318125,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_11,139.66428924557752,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_12,367.02964244777087,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_13,856.9454736666937,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3_0_14,24.55476142145562,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_0,116171.79372081185,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_1,3658.4595413179154,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_2,202.95630971828874,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_3,7.064382223294624,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_4,301.2946885543867,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_5,280.1332491891346,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_6,73.8046187738655,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_7,6.542236511624919,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_8,494.72110587397435,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_9,2.2854901033935704,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_10,0.04286121044921873,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_11,132.3820745732674,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_12,351.29844215210113,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_13,783.269976524943,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4_0_14,107.23637554518432,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_0,116088.90378201033,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_1,3666.7007039859914,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_2,170.43275643826973,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_3,11.473976233064779,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_4,320.977647920288,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_5,282.4374774233283,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_6,77.22627763754619,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_7,4.426710512497608,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_8,446.7020103234694,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_9,1.407518110229493,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_10,0.3950420311889649,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_11,144.07000562230726,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_12,363.49950417368154,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_13,854.325617206822,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
5_0_14,140.30604345486356,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_0,116241.22982707116,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_1,3530.449506076546,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_2,173.9841761516449,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_3,15.47614190921224,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_4,288.27810078804214,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_5,246.79995268549163,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_6,79.77972278984615,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_7,7.4362322829096925,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_8,451.1838049197415,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_9,1.4388384129638654,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_10,0.031053777648925772,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_11,169.0599939409548,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_12,359.1339825207109,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_13,902.5716624833445,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
6_0_14,106.4320772732085,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_0,116185.01017811416,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_1,3510.5436738576936,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_2,177.6187198360189,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_3,11.142391163348526,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_4,280.0455296827217,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_5,226.86660591213294,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_6,82.02836536702576,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_7,13.932502598565112,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_8,457.5470207036755,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_9,2.785857048339868,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_10,0.01511965814208985,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_11,165.98520937784622,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_12,330.85007531453607,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_13,1086.3863980949236,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
7_0_14,42.52742635482868,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_0,116063.7897630206,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_1,3596.785219077065,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_2,207.9342955175203,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_3,9.96467052386716,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_4,254.44335465504798,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_5,229.72563223884768,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_6,84.91838943848751,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_7,17.33200595812993,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_8,446.99942742325754,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_9,3.1126371782836837,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_10,0.03191925604248044,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_11,155.63036660899672,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_12,347.31223171315605,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_13,1013.9155224071138,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
8_0_14,141.38963806777366,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_0,116113.24705647695,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_1,3564.3323632980123,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_2,206.5258788193367,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_3,5.4872699251230275,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_4,322.1538061353758,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_5,186.63861815349244,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_6,87.63845598316456,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_7,5.439214921344599,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_8,420.8662972698167,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_9,3.3569148192749054,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_10,0.0075598190917968745,36,Cultivos Arbustivos,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_11,122.70234698255719,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_12,374.5404394064453,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_13,1087.0610310776774,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
9_0_14,73.28781999664226,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_0,116125.63119467771,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_1,3464.204626855912,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_2,201.4147203562684,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_3,2.046442392246378,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_4,563.5195298366181,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_5,173.83504734747638,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_6,90.13210281068544,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_7,10.501371551685041,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_8,232.47308073735942,26,Cuerpo de agua,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_9,5.189362451415999,32,Salinas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_10,99.78773479808186,42,Pastizal Abierto,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_11,360.5876334594859,43,Pastizal Cerrado,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_12,2.0842532169117647E-4,45,Leñosas Dispersas,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_13,1161.0759329276227,57,Cultivos Simples,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
10_0_14,82.88608445655323,58,Cultivos Multiples,0.0,col5-v2-bol-level_1-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_0,115771.230575164,3,Leñosas Cerradas,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_1,3431.3916829513823,4,Leñosas Abiertas,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_2,181.74268998137532,6,Leñosas Inundables,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_3,1.7680706732070015,11,Pastizal Inundable,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_4,750.4405245363054,15,Pasturas,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_5,212.3874022207484,23,Playa y Dunas,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
11_0_6,93.45350911105471,24,Infraestructura Urbana,0.0,col5-v2-bol-level_1-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
