,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_1,LEVEL_2,LEVEL_3
362,8_2_9,1.4728928967364174,42,Pastizal Abierto,2.0,col5-v2-bol-level_2-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
363,8_2_10,40.44229148849335,43,Pastizal Cerrado,2.0,col5-v2-bol-level_2-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
364,8_2_11,236.51642965104125,57,Cultivos Simples,2.0,col5-v2-bol-level_2-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
365,8_2_12,16.391511096577716,58,Cultivos Multiples,2.0,col5-v2-bol-level_2-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
366,9_0_0,9122.247790199775,3,Leñosas Cerradas,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
367,9_0_1,134.60573669848486,4,Leñosas Abiertas,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
368,9_0_2,2.3630117111668008,6,Leñosas Inundables,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
369,9_0_3,0.1959104057006838,11,Pastizal Inundable,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
370,9_0_4,0.3067474688720704,15,Pasturas,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
371,9_0_5,3.712204436198152,23,Playa y Dunas,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
372,9_0_6,0.6862662871093738,24,Infraestructura Urbana,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
373,9_0_7,0.0083708721923828,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
374,9_0_8,6.647115232477649,26,Cuerpo de agua,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
375,9_0_9,2.056290699751308,42,Pastizal Abierto,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
376,9_0_10,63.05111736437616,43,Pastizal Cerrado,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
377,9_0_11,95.22513795918296,57,Cultivos Simples,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
378,9_0_12,1.7861469798737166,58,Cultivos Multiples,0.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
379,9_1_0,91461.27742548504,3,Leñosas Cerradas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
380,9_1_1,3110.1990714446647,4,Leñosas Abiertas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
381,9_1_2,203.71901838471865,6,Leñosas Inundables,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
382,9_1_3,3.5541669574106245,11,Pastizal Inundable,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
383,9_1_4,321.4670985569028,15,Pasturas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
384,9_1_5,87.7323972786323,23,Playa y Dunas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
385,9_1_6,82.28916152414479,24,Infraestructura Urbana,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
386,9_1_7,2.6853679716078838,25,Otras Areas No Vegetadas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
387,9_1_8,316.6955039537789,26,Cuerpo de agua,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
388,9_1_9,3.356914819274905,32,Salinas,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
389,9_1_10,0.0075598190917968,36,Cultivos Arbustivos,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
390,9_1_11,119.20492518852788,42,Pastizal Abierto,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
391,9_1_12,269.2777098320869,43,Pastizal Cerrado,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
392,9_1_13,723.0353259038857,57,Cultivos Simples,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
393,9_1_14,71.3548107151938,58,Cultivos Multiples,1.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
394,9_2_0,15529.722136765762,3,Leñosas Cerradas,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
395,9_2_1,319.5275551548644,4,Leñosas Abiertas,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
396,9_2_2,0.4438487234513824,6,Leñosas Inundables,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
397,9_2_3,1.7371925620117186,11,Pastizal Inundable,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
398,9_2_4,0.3799601096009495,15,Pasturas,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
399,9_2_5,95.19403635099584,23,Playa y Dunas,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
400,9_2_6,4.66302817191041,24,Infraestructura Urbana,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
401,9_2_7,2.745476077544331,25,Otras Areas No Vegetadas,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
402,9_2_8,97.52370453958126,26,Cuerpo de agua,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
403,9_2_9,1.4411245326669744,42,Pastizal Abierto,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
404,9_2_10,42.21173417937113,43,Pastizal Cerrado,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
405,9_2_11,268.80056393419966,57,Cultivos Simples,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
406,9_2_12,0.146862301574707,58,Cultivos Multiples,2.0,col5-v2-bol-level_2-FINAL,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
407,10_0_0,9107.50844071075,3,Leñosas Cerradas,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
408,10_0_1,144.83988962658242,4,Leñosas Abiertas,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
409,10_0_2,0.4700190771484361,6,Leñosas Inundables,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
410,10_0_3,4.8234245908167255,15,Pasturas,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
411,10_0_4,4.483217729183892,23,Playa y Dunas,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
412,10_0_5,0.7849683981933576,24,Infraestructura Urbana,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
413,10_0_6,0.0842857865212833,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
414,10_0_7,6.040224347275196,26,Cuerpo de agua,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
415,10_0_8,4.259306102349735,42,Pastizal Abierto,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
416,10_0_9,65.3615163490134,43,Pastizal Cerrado,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
417,10_0_10,93.246080375976,57,Cultivos Simples,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
418,10_0_11,0.9904732216232008,58,Cultivos Multiples,0.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
419,10_1_0,91406.32087418735,3,Leñosas Cerradas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
420,10_1_1,3017.5669637402307,4,Leñosas Abiertas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
421,10_1_2,200.90673375831912,6,Leñosas Inundables,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
422,10_1_3,1.9439727170144443,11,Pastizal Inundable,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
423,10_1_4,554.3619721650828,15,Pasturas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
424,10_1_5,80.5121184926101,23,Playa y Dunas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
425,10_1_6,84.08130152903384,24,Infraestructura Urbana,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
426,10_1_7,3.632663408436496,25,Otras Areas No Vegetadas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
427,10_1_8,145.00980902900977,26,Cuerpo de agua,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
428,10_1_9,5.189362451415999,32,Salinas,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
429,10_1_10,93.03604688294344,42,Pastizal Abierto,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
430,10_1_11,249.9880943714587,43,Pastizal Cerrado,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
431,10_1_12,854.4539387105855,57,Cultivos Simples,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
432,10_1_13,78.85260639185911,58,Cultivos Multiples,1.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
433,10_2_0,15611.802248385871,3,Leñosas Cerradas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
434,10_2_1,301.7977734891004,4,Leñosas Abiertas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
435,10_2_2,0.0379675208007812,6,Leñosas Inundables,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
436,10_2_3,0.1024696752319336,11,Pastizal Inundable,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
437,10_2_4,4.334133080718635,15,Pasturas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
438,10_2_5,88.83973103801627,23,Playa y Dunas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
439,10_2_6,5.265832883458254,24,Infraestructura Urbana,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
440,10_2_7,6.784422356727265,25,Otras Areas No Vegetadas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
441,10_2_8,81.42309365232799,26,Cuerpo de agua,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
442,10_2_9,2.492329092011096,42,Pastizal Abierto,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
443,10_2_10,45.238095119450016,43,Pastizal Cerrado,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
444,10_2_11,0.00020842532169117647,45,Leñosas Dispersas,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
445,10_2_12,213.37591384106156,57,Cultivos Simples,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
446,10_2_13,3.043004843070956,58,Cultivos Multiples,2.0,col5-v2-bol-level_2-FINAL,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
447,11_0_0,9089.341160028946,3,Leñosas Cerradas,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
448,11_0_1,157.43996788727284,4,Leñosas Abiertas,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
449,11_0_2,0.5228374436645502,6,Leñosas Inundables,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
450,11_0_3,4.845124349424356,15,Pasturas,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
451,11_0_4,5.510756815604883,23,Playa y Dunas,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
452,11_0_5,1.152594695190429,24,Infraestructura Urbana,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
453,11_0_6,0.1250301023296281,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
454,11_0_7,6.527810553518021,26,Cuerpo de agua,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
455,11_0_8,2.345013472522929,42,Pastizal Abierto,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
456,11_0_9,73.28712530431815,43,Pastizal Cerrado,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
457,11_0_10,88.7945169970917,57,Cultivos Simples,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
458,11_0_11,2.999908665611597,58,Cultivos Multiples,0.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
459,11_1_0,91076.6616387024,3,Leñosas Cerradas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
460,11_1_1,2969.3778992447883,4,Leñosas Abiertas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
461,11_1_2,181.11557008685847,6,Leñosas Inundables,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
462,11_1_3,1.5851103841445016,11,Pastizal Inundable,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
463,11_1_4,739.1599625267897,15,Pasturas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
464,11_1_5,119.81988572611492,23,Playa y Dunas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
465,11_1_6,85.53326446241856,24,Infraestructura Urbana,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
466,11_1_7,2.8229285652358107,25,Otras Areas No Vegetadas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
467,11_1_8,139.33877082238976,26,Cuerpo de agua,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
468,11_1_9,5.100660825012183,32,Salinas,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
469,11_1_10,123.96305085710526,42,Pastizal Abierto,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
470,11_1_11,264.2574480393544,43,Pastizal Cerrado,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
471,11_1_12,1012.2032394546696,57,Cultivos Simples,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
472,11_1_13,54.91702813781202,58,Cultivos Multiples,1.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
473,11_2_0,15605.22811862118,3,Leñosas Cerradas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
474,11_2_1,304.5738158193218,4,Leñosas Abiertas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
475,11_2_2,0.1042824508523379,6,Leñosas Inundables,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
476,11_2_3,0.1829602890625,11,Pastizal Inundable,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
477,11_2_4,6.435437660091162,15,Pasturas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
478,11_2_5,87.0567596790287,23,Playa y Dunas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
479,11_2_6,6.767649953445682,24,Infraestructura Urbana,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
480,11_2_7,5.202329783600214,25,Otras Areas No Vegetadas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
481,11_2_8,84.77074957900496,26,Cuerpo de agua,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
482,11_2_9,1.0374499172987988,42,Pastizal Abierto,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
483,11_2_10,50.30276888580629,43,Pastizal Cerrado,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
484,11_2_11,0.00020842532169117647,45,Leñosas Dispersas,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
485,11_2_12,204.75293499690451,57,Cultivos Simples,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
486,11_2_13,8.121757342503692,58,Cultivos Multiples,2.0,col5-v2-bol-level_2-FINAL,1996,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Tarija,
487,12_0_0,9040.548148319089,3,Leñosas Cerradas,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
488,12_0_1,171.34502613000626,4,Leñosas Abiertas,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
489,12_0_2,2.287260604029753,15,Pasturas,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
490,12_0_3,4.163603700473437,23,Playa y Dunas,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
491,12_0_4,1.1541564223632803,24,Infraestructura Urbana,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
492,12_0_5,2.077652072392961,25,Otras Areas No Vegetadas,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
493,12_0_6,4.3149111250698935,26,Cuerpo de agua,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
494,12_0_7,5.367100980206182,42,Pastizal Abierto,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
495,12_0_8,123.38593257075132,43,Pastizal Cerrado,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
496,12_0_9,77.98263597811177,57,Cultivos Simples,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
497,12_0_10,0.2654184127807618,58,Cultivos Multiples,0.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Chuquisaca,
498,12_1_0,90839.25490202264,3,Leñosas Cerradas,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
499,12_1_1,2999.222848619411,4,Leñosas Abiertas,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
500,12_1_2,150.4999980761823,6,Leñosas Inundables,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
501,12_1_3,1.3812226240859031,11,Pastizal Inundable,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
502,12_1_4,717.0371599772614,15,Pasturas,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
503,12_1_5,95.86352191684388,23,Playa y Dunas,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
504,12_1_6,87.28443256498306,24,Infraestructura Urbana,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
505,12_1_7,3.675356248889876,25,Otras Areas No Vegetadas,1.0,col5-v2-bol-level_2-FINAL,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,
