,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_1,LEVEL_2,LEVEL_3
63,0_8_1,0.062958878540039,4,Leñosas Abiertas,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
64,0_8_2,0.0306522842407226,11,Pastizal Inundable,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
65,0_8_3,31.86600614733927,15,Pasturas,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
66,0_8_4,3.040621299011219,23,Playa y Dunas,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
67,0_8_5,8.423395508606028,24,Infraestructura Urbana,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
68,0_8_6,2.5661722395019577,26,Cuerpo de agua,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
69,0_8_7,9.411112276393542,42,Pastizal Abierto,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
70,0_8_8,3.5677646182250817,43,Pastizal Cerrado,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
71,0_8_9,24.420288104492,57,Cultivos Simples,8.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,El Torno
72,0_9_0,2.3989594212534016,3,Leñosas Cerradas,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
73,0_9_1,0.0238928843383789,15,Pasturas,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
74,0_9_2,0.1928908818589154,23,Playa y Dunas,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
75,0_9_3,0.0448837459293141,26,Cuerpo de agua,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
76,0_9_4,0.192840518877815,42,Pastizal Abierto,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
77,0_9_5,0.005973405883789,43,Pastizal Cerrado,9.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Portachuelo
78,0_10_0,641.8280037925484,3,Leñosas Cerradas,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
79,0_10_1,0.4892645447998047,4,Leñosas Abiertas,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
80,0_10_2,0.2758580086059568,23,Playa y Dunas,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
81,0_10_3,0.1508250057373046,24,Infraestructura Urbana,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
82,0_10_4,3.550994145874031,26,Cuerpo de agua,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
83,0_10_5,0.0058880486450195,42,Pastizal Abierto,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
84,0_10_6,13.238650456339528,43,Pastizal Cerrado,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
85,0_10_7,22.287040713065227,57,Cultivos Simples,10.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Lagunillas
86,0_11_0,333.7701607384997,3,Leñosas Cerradas,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
87,0_11_1,48.37827763575421,4,Leñosas Abiertas,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
88,0_11_2,1.0150185914531578,23,Playa y Dunas,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
89,0_11_3,0.0369148306884765,24,Infraestructura Urbana,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
90,0_11_4,0.0268580784912109,25,Otras Areas No Vegetadas,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
91,0_11_5,0.5120502136840814,26,Cuerpo de agua,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
92,0_11_6,0.0512243454589843,36,Cultivos Arbustivos,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
93,0_11_7,0.0797275982666015,42,Pastizal Abierto,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
94,0_11_8,4.033871129039813,43,Pastizal Cerrado,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
95,0_11_9,8.949292012396603,57,Cultivos Simples,11.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cuevo
96,0_12_0,1554.6895277496262,3,Leñosas Cerradas,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
97,0_12_1,89.25783451763888,4,Leñosas Abiertas,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
98,0_12_2,0.0352574334716796,11,Pastizal Inundable,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
99,0_12_3,0.2433480320434575,15,Pasturas,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
100,0_12_4,3.6204014190674,23,Playa y Dunas,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
101,0_12_5,0.0595754974975586,24,Infraestructura Urbana,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
102,0_12_6,0.890242694702147,26,Cuerpo de agua,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
103,0_12_7,0.0251848254394531,42,Pastizal Abierto,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
104,0_12_8,4.576564418701165,43,Pastizal Cerrado,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
105,0_12_9,7.3925007860107295,57,Cultivos Simples,12.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Boyuibe
106,0_13_0,3788.465539378861,3,Leñosas Cerradas,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
107,0_13_1,1.6895910554199238,4,Leñosas Abiertas,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
108,0_13_2,179.01902057200908,15,Pasturas,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
109,0_13_3,63.36569179861391,23,Playa y Dunas,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
110,0_13_4,1.8947725708007943,24,Infraestructura Urbana,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
111,0_13_5,0.0364454596557617,25,Otras Areas No Vegetadas,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
112,0_13_6,89.383754294647,26,Cuerpo de agua,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
113,0_13_7,0.7947558286743164,42,Pastizal Abierto,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
114,0_13_8,89.13915340926047,43,Pastizal Cerrado,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
115,0_13_9,171.4117107017528,57,Cultivos Simples,13.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Cabezas
116,0_14_0,1594.1929595399324,3,Leñosas Cerradas,14.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Puerto Suárez
117,0_14_1,0.6249836557006817,4,Leñosas Abiertas,14.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Puerto Suárez
118,0_14_2,0.0267229577689376,6,Leñosas Inundables,14.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Puerto Suárez
119,0_14_3,0.066733547668457,11,Pastizal Inundable,14.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Puerto Suárez
120,0_15_0,2534.476359692273,3,Leñosas Cerradas,15.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Pailón
121,0_15_1,0.0229829913330078,4,Leñosas Abiertas,15.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Pailón
122,0_15_2,0.2340166813354491,15,Pasturas,15.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Pailón
123,0_15_3,0.0136189042968749,42,Pastizal Abierto,15.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Pailón
124,0_15_4,0.1098023339233398,57,Cultivos Simples,15.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Pailón
125,0_16_0,300.9300556939064,3,Leñosas Cerradas,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
126,0_16_1,0.3348242138671872,23,Playa y Dunas,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
127,0_16_2,0.0211918037719726,25,Otras Areas No Vegetadas,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
128,0_16_3,0.7339945218505833,26,Cuerpo de agua,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
129,0_16_4,0.0127205929565429,42,Pastizal Abierto,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
130,0_16_5,11.636049838140076,43,Pastizal Cerrado,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
131,0_16_6,0.9612288262939458,57,Cultivos Simples,16.0,col5-v2-bol-level_3-FINAL,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Bolivia,Santa Cruz,Postrer Valle
